Track circuit,Description,ID,State,Last locked for Route
TC413,TC413: Paths = P1392 P1393 P1467 P1468 P1558 P1559,null,CLEAR,
TC414,TC414: Paths = P1555 P1554,null,CLEAR,
TC415,TC415: Paths = P1364 P1490 P1491 P1425,null,CLEAR,
TC416,TC416: Paths = P1515 P1517 P1516 P1356 P1385 P1384 P1570 P1380 P1379 P1377 P1375 P1372 P1371 P1354 P1353 P1370 P1369 P1423,null,CLEAR,
TC417,TC417: Paths = P1470 P1469 P1391 P1390 P1561 P1560,null,CLEAR,
TC418,TC418: Paths = P1556 P1557 P1394 P1427,null,CLEAR,
TC419,TC419: Paths = P1357 P1474 P1473 P1352 P1400 P1399 P1396 P1572 P1428,null,CLEAR,
TC420,TC420: Paths = P1574 P1429,null,CLEAR,
TC421,TC421: Paths = P1405 P1478 P1477 P1535 P1534 P1403 P1430,null,CLEAR,
TC422,TC422: Paths = P1533 P1576 P1432,null,CLEAR,
TC423,TC423: Paths = P1360 P1482 P1481 P1433,null,CLEAR,
TC424,TC424: Paths = P1492 P1493 P1407 P1409 P1436,null,CLEAR,
TC425,TC425: Paths = P1365 P1505,null,CLEAR,
TC426,TC426: Paths = P1411 P1513 P1483 P1485 P1484,null,CLEAR,
TC427,TC427: Paths = P1447,null,CLEAR,
TC428,TC428: Paths = P1412 P1442,null,CLEAR,
TC429,TC429: Paths = P1511,null,CLEAR,
TC430,TC430: Paths = P1542,null,CLEAR,
TC431,TC431: Paths = P1452,null,CLEAR,
TC432,TC432: Paths = P1512,null,CLEAR,
TC433,TC433: Paths = P1543,null,CLEAR,
TC434,TC434: Paths = P1451,null,CLEAR,
TC435,TC435: Paths = P1413 P1522 P1368 P1367 P1458,null,CLEAR,
TC436,TC436: Paths = P1459 P1460 P1414 P1420,null,CLEAR,
TC437,TC437: Paths = P1415 P1520 P1552 P1553 P1463,null,CLEAR,
TC438,TC438: Paths = P1547 P1546 P1564,null,CLEAR,
TC439,TC439: Paths = P1417 P1567 P1416 P1519,null,CLEAR,
TC440,TC440: Paths = P1418 P1465 P1466 P1568 P1569 P1355 P1373 P1374 P1376 P1378 P1381 P1382 P1383 P1386 P1387 P1388 P1389 P1424,null,CLEAR,
TC441,TC441: Paths = P1419 P1462 P1461 P1563 P1562 P1366 P1456,null,CLEAR,
TC442,TC442: Paths = P1488 P1489 P1565 P1566 P1421,null,CLEAR,
TC443,TC443: Paths = P1518 P1551 P1550 P1464 P1521,null,CLEAR,
TC444,TC444: Paths = P1548 P1549 P1422,null,CLEAR,
TC445,TC445: Paths = P1435 P1449,null,CLEAR,
TC446,TC446: Paths = P1437 P1446,null,CLEAR,
TC447,TC447: Paths = P1438 P1363 P1349 P5149 P5181 P5182,null,CLEAR,
TC448,TC448: Paths = P1445,null,CLEAR,
TC449,TC449: Paths = P1439 P1508,null,CLEAR,
TC450,TC450: Paths = P1443 P1507,null,CLEAR,
TC451,TC451: Paths = P1506,null,CLEAR,
TC452,TC452: Paths = P1538 P1539,null,CLEAR,
TC453,TC453: Paths = P1444 P1509,null,CLEAR,
TC454,TC454: Paths = P1540 P1541,null,CLEAR,
TC455,TC455: Paths = P1454 P1504,null,CLEAR,
TC456,TC456: Paths = P1448 P1450,null,CLEAR,
TC457,TC457: Paths = P1455 P1503,null,CLEAR,
TC458,TC458: Paths = P1577,null,CLEAR,
TC459,TC459: Paths = P1524,null,CLEAR,
TC460,TC460: Paths = P1527,null,CLEAR,
TC461,TC461: Paths = P1500,null,CLEAR,
TC462,TC462: Paths = P1529,null,CLEAR,
TC463,TC463: Paths = P1496,null,CLEAR,
TC464,TC464: Paths = P1498,null,CLEAR,
TC465,TC465: Paths = P1544 P1545,null,CLEAR,
TC466,TC466: Paths = P1453 P1457,null,CLEAR,
TC467,TC467: Paths = P1499,null,CLEAR,
TC468,TC468: Paths = P1525,null,CLEAR,
TC469,TC469: Paths = P1523,null,CLEAR,
TC470,TC470: Paths = P1497 P1501 P1526 P1528,null,CLEAR,
TC471,TC471: Paths = P1530,null,CLEAR,
TC472,TC472: Paths = P1510,null,CLEAR,
TC473,TC473: Paths = P1591,null,CLEAR,
TC474,TC474: Paths = P1647,null,CLEAR,
TC475,TC475: Paths = P1685 P1692 P1693 P1600,null,CLEAR,
TC476,TC476: Paths = P1579 P1648 P1687 P1686,null,CLEAR,
TC477,TC477: Paths = P1580 P1581 P1578 P1646,null,CLEAR,
TC478,TC478: Paths = P1582 P1583 P1590,null,CLEAR,
TC479,TC479: Paths = P1682 P1681 P7092 P7091 P7088 P7087,null,CLEAR,
TC480,TC480: Paths = P1587 P1594,null,CLEAR,
TC481,TC481: Paths = P1592,null,CLEAR,
TC482,TC482: Paths = P1683,null,CLEAR,
TC483,TC483: Paths = P1584 P1596 P1597 P1598 P1640 P1603,null,CLEAR,
TC484,TC484: Paths = P1586 P1585 P1595,null,CLEAR,
TC485,TC485: Paths = P1679 P1680 P1588 P1599 P7481,null,CLEAR,
TC486,TC486: Paths = P1589 P1691 P1690 P1593,null,CLEAR,
TC487,TC487: Paths = P1677 P1678 P7197 P7203,null,CLEAR,
TC488,TC488: Paths = P1675 P1676 P1602 P1601 P1651 P1652 P1633,null,CLEAR,
TC489,TC489: Paths = P1604 P1620,null,CLEAR,
TC490,TC490: Paths = P1609,null,CLEAR,
TC491,TC491: Paths = P1653,null,CLEAR,
TC492,TC492: Paths = P1615,null,CLEAR,
TC493,TC493: Paths = P1635 P1634 P1627,null,CLEAR,
TC494,TC494: Paths = P1673 P1674 P1617,null,CLEAR,
TC495,TC495: Paths = P1605 P1608,null,CLEAR,
TC496,TC496: Paths = P1623,null,CLEAR,
TC497,TC497: Paths = P1624,null,CLEAR,
TC498,TC498: Paths = P1610,null,CLEAR,
TC499,TC499: Paths = P1622,null,CLEAR,
TC500,TC500: Paths = P1659 P1665 P1666,null,CLEAR,
TC501,TC501: Paths = P1614,null,CLEAR,
TC502,TC502: Paths = P1664,null,CLEAR,
TC503,TC503: Paths = P1629 P1628,null,CLEAR,
TC504,TC504: Paths = P1632 P1671 P1672,null,CLEAR,
TC505,TC505: Paths = P1661 P1660 P7483 P6936 P6937 P6935 P7484,null,CLEAR,
TC506,TC506: Paths = P1662 P1663 P1636 P1637 P1630 P1606 P1639 P2257 P2134 P2135 P1993,null,CLEAR,
TC507,TC507: Paths = P1607 P1626,null,CLEAR,
TC508,TC508: Paths = P1669 P1670 P1631 P1645 P2261 P2267 P2268 P1964 P1965 P1946 P1973 P1974,null,CLEAR,
TC509,TC509: Paths = P1619,null,CLEAR,
TC510,TC510: Paths = P1611 P7482 P6938 P6939 P6934 P7366,null,CLEAR,
TC511,TC511: Paths = P1616,null,CLEAR,
TC512,TC512: Paths = P1621,null,CLEAR,
TC513,TC513: Paths = P1612 P1638 P2256 P2132 P2133 P2007 P1987,null,CLEAR,
TC514,TC514: Paths = P1618,null,CLEAR,
TC515,TC515: Paths = P1613 P1650 P1649,null,CLEAR,
TC516,TC516: Paths = P1625 P1654 P1667 P1668 P1644 P2260 P2265 P2266,null,CLEAR,
TC517,TC517: Paths = P1656 P1655,null,CLEAR,
TC518,TC518: Paths = P1658 P1657,null,CLEAR,
TC519,TC519: Paths = P7493,null,CLEAR,
TC520,TC520: Paths = P7494 P7609 P7608,null,CLEAR,
TC521,TC521: Paths = P1696,null,CLEAR,
TC522,TC522: Paths = P1704 P1705 P1694 P1810 P1811 P1812 P1813 P5771 P5772,null,CLEAR,
TC523,TC523: Paths = P1817 P1816 P1819 P1818 P1702 P1701 P1706 P1808 P1719 P1714 P1713 P1718,null,CLEAR,
TC524,TC524: Paths = P1697 P1698 P1699 P1700 P1860 P1861 P1703 P1695 P1814 P1815,null,CLEAR,
TC525,TC525: Paths = P1859 P1858 P1707 P1807 P1712 P1717,null,CLEAR,
TC526,TC526: Paths = P1709 P1710 P1882 P1881 P1806 P5264 P5225,null,CLEAR,
TC527,TC527: Paths = P1711,null,CLEAR,
TC528,TC528: Paths = P1885 P1886,null,CLEAR,
TC529,TC529: Paths = P1708 P1880 P1879 P1805 P5263 P5284 P5283,null,CLEAR,
TC530,TC530: Paths = P1883 P1884 P1715 P1716,null,CLEAR,
TC531,TC531: Paths = P1756 P1757,null,CLEAR,
TC532,TC532: Paths = P1821 P1820 P1823 P1822 P1777 P1776 P1887 P1796 P1905,null,CLEAR,
TC533,TC533: Paths = P1721 P1720,null,CLEAR,
TC534,TC534: Paths = P1824 P1825 P1826 P1827 P1778 P1803 P5261 P5241 P5242 P5239 P5238 P5244 P5254,null,CLEAR,
TC535,TC535: Paths = P1773 P1772 P1753 P1888,null,CLEAR,
TC536,TC536: Paths = P1799 P1800 P1755 P1730,null,CLEAR,
TC537,TC537: Paths = P1855 P1854 P1791 P1790,null,CLEAR,
TC538,TC538: Paths = P1775 P1774 P1758,null,CLEAR,
TC539,TC539: Paths = P1856 P1857 P5262 P5245 P5234 P5252,null,CLEAR,
TC540,TC540: Paths = P1795 P1904,null,CLEAR,
TC541,TC541: Paths = P1746 P1745 P1748,null,CLEAR,
TC542,TC542: Paths = P1865 P1866 P1780 P1784,null,CLEAR,
TC543,TC543: Paths = P1723,null,CLEAR,
TC544,TC544: Paths = P1742 P1770 P1769 P1722 P1789,null,CLEAR,
TC545,TC545: Paths = P1838 P1839 P1840 P1841 P1830 P1828 P1829 P1771 P1798 P1907 P1920 P1921 P1922 P1923,null,CLEAR,
TC546,TC546: Paths = P1765 P1766,null,CLEAR,
TC547,TC547: Paths = P1849 P1848,null,CLEAR,
TC548,TC548: Paths = P1793,null,CLEAR,
TC549,TC549: Paths = P1728 P1727 P1739,null,CLEAR,
TC550,TC550: Paths = P1875 P1876 P1781,null,CLEAR,
TC551,TC551: Paths = P1724,null,CLEAR,
TC552,TC552: Paths = P1740 P1763 P1762 P1874 P1873 P1809,null,CLEAR,
TC553,TC553: Paths = P1869 P1870 P1890 P1891,null,CLEAR,
TC554,TC554: Paths = P1726,null,CLEAR,
TC555,TC555: Paths = P1749 P1768 P1767 P1764 P1787,null,CLEAR,
TC556,TC556: Paths = P1760 P1761 P1759,null,CLEAR,
TC557,TC557: Paths = P1852 P1853 P1782,null,CLEAR,
TC558,TC558: Paths = P1731 P1850 P1851 P1844 P1845 P1842 P1843 P1794 P1927 P1926,null,CLEAR,
TC559,TC559: Paths = P1847 P1846 P1785,null,CLEAR,
TC560,TC560: Paths = P1732 P1868 P1867,null,CLEAR,
TC561,TC561: Paths = P1741 P1729 P1751 P1734 P1736,null,CLEAR,
TC562,TC562: Paths = P1862 P1863 P1788,null,CLEAR,
TC563,TC563: Paths = P1733 P1725 P1735,null,CLEAR,
TC564,TC564: Paths = P1747,null,CLEAR,
TC565,TC565: Paths = P1737,null,CLEAR,
TC566,TC566: Paths = P1892 P1893 P1864 P1801 P1786,null,CLEAR,
TC567,TC567: Paths = P1877,null,CLEAR,
TC568,TC568: Paths = P1750 P1743 P1744 P1752,null,CLEAR,
TC569,TC569: Paths = P1871 P1872 P1834 P1835 P1836 P1837 P1831 P1832 P1833 P1797 P1906 P1916 P1917 P1918 P1919,null,CLEAR,
TC570,TC570: Paths = P1754 P1889 P1792 P1903 P1924 P1925,null,CLEAR,
TC571,TC571: Paths = P1802 P5260 P5273 P5274,null,CLEAR,
TC572,TC572: Paths = P1783 P1738 P1779 P1804 P5275 P5276,null,CLEAR,
TC573,TC573: Paths = P1878,null,CLEAR,
TC574,TC574: Paths = P1914,null,CLEAR,
TC575,TC575: Paths = P1898,null,CLEAR,
TC576,TC576: Paths = P1894,null,CLEAR,
TC577,TC577: Paths = P1896,null,CLEAR,
TC578,TC578: Paths = P1901 P1902 P1915,null,CLEAR,
TC579,TC579: Paths = P1943 P1942 P1910 P1913,null,CLEAR,
TC580,TC580: Paths = P1944 P1945 P1895 P1897,null,CLEAR,
TC581,TC581: Paths = P1900 P1899 P1912,null,CLEAR,
TC582,TC582: Paths = P1908 P1909,null,CLEAR,
TC583,TC583: Paths = P1929 P1930,null,CLEAR,
TC584,TC584: Paths = P1933 P1934 P1932 P1931 P1911 P1928,null,CLEAR,
TC585,TC585: Paths = P1936,null,CLEAR,
TC586,TC586: Paths = P1938 P1937,null,CLEAR,
TC587,TC587: Paths = P1940 P1939,null,CLEAR,
TC588,TC588: Paths = P1941 P1935,null,CLEAR,
TC589,TC589: Paths = P9022,null,CLEAR,
TC590,TC590: Paths = P9026 P9027 P9025 P5158 P5159 P5155 P5162,null,CLEAR,
TC591,TC591: Paths = P1951,null,CLEAR,
TC592,TC592: Paths = P1954,null,CLEAR,
TC593,TC593: Paths = P1959,null,CLEAR,
TC594,TC594: Paths = P1961,null,CLEAR,
TC595,TC595: Paths = P1975 P2258,null,CLEAR,
TC596,TC596: Paths = P1957,null,CLEAR,
TC597,TC597: Paths = P1976 P2259,null,CLEAR,
TC598,TC598: Paths = P2269 P2273 P2272,null,CLEAR,
TC599,TC599: Paths = P1949,null,CLEAR,
TC600,TC600: Paths = P2305,null,CLEAR,
TC601,TC601: Paths = P1947 P1960,null,CLEAR,
TC602,TC602: Paths = P1972 P1971 P1963 P1962 P1953,null,CLEAR,
TC603,TC603: Paths = P1956,null,CLEAR,
TC604,TC604: Paths = P1948 P1958,null,CLEAR,
TC605,TC605: Paths = P1970 P1969 P1968,null,CLEAR,
TC606,TC606: Paths = P1950 P2263 P2264,null,CLEAR,
TC607,TC607: Paths = P1966 P1967,null,CLEAR,
TC608,TC608: Paths = P1952 P1955,null,CLEAR,
TC609,TC609: Paths = P1983 P2005,null,CLEAR,
TC610,TC610: Paths = P2003,null,CLEAR,
TC611,TC611: Paths = P1984 P2002,null,CLEAR,
TC612,TC612: Paths = P2001,null,CLEAR,
TC613,TC613: Paths = P2274 P2275,null,CLEAR,
TC614,TC614: Paths = P1985 P2139 P2138 P1994,null,CLEAR,
TC615,TC615: Paths = P1986 P2008 P2146 P2147 P2154 P2155 P1978 P2159 P7954 P7948,null,CLEAR,
TC616,TC616: Paths = P1988 P1992,null,CLEAR,
TC617,TC617: Paths = P1989 P1995,null,CLEAR,
TC618,TC618: Paths = P2145 P2144 P2010 P2009 P2137 P2136,null,CLEAR,
TC619,TC619: Paths = P1990 P7963 P7962 P7979 P7978,null,CLEAR,
TC620,TC620: Paths = P2160 P2161,null,CLEAR,
TC621,TC621: Paths = P1991 P1996,null,CLEAR,
TC622,TC622: Paths = P2168 P2167 P2016 P2015 P1979 P2163 P2164,null,CLEAR,
TC623,TC623: Paths = P2048 P2017 P2173 P2174 P2177 P2178 P2020 P2021,null,CLEAR,
TC624,TC624: Paths = P2170 P2169,null,CLEAR,
TC625,TC625: Paths = P2000,null,CLEAR,
TC626,TC626: Paths = P2152 P2153 P1977 P2013 P2158 P7953 P7982 P7983,null,CLEAR,
TC627,TC627: Paths = P1997 P2171 P2172 P2175 P2176 P2018 P2019,null,CLEAR,
TC628,TC628: Paths = P1998 P1980 P2014 P2166 P2165 P2162 P7981 P7980,null,CLEAR,
TC629,TC629: Paths = P1999 P2140 P2141 P2148 P2149 P1981 P2012 P2156 P7951 P7984 P7985,null,CLEAR,
TC630,TC630: Paths = P2006,null,CLEAR,
TC631,TC631: Paths = P2004,null,CLEAR,
TC632,TC632: Paths = P2024 P2025 P2028 P2029 P2179 P2180 P2185 P2183,null,CLEAR,
TC633,TC633: Paths = P2022 P2023 P2026 P2027 P2181 P2184 P2182 P2036 P2186 P2187 P2039 P2040 P2030,null,CLEAR,
TC634,TC634: Paths = P2037 P2038 P2188 P2189 P2041 P2042 P2248,null,CLEAR,
TC635,TC635: Paths = P2282 P2283,null,CLEAR,
TC636,TC636: Paths = P2032 P2254,null,CLEAR,
TC637,TC637: Paths = P2251,null,CLEAR,
TC638,TC638: Paths = P2033 P2253,null,CLEAR,
TC639,TC639: Paths = P2034,null,CLEAR,
TC640,TC640: Paths = P2285 P2284,null,CLEAR,
TC641,TC641: Paths = P2035 P2249,null,CLEAR,
TC642,TC642: Paths = P2045 P2046 P2044,null,CLEAR,
TC643,TC643: Paths = P2276 P2277 P2192 P2193 P2047 P2057 P2058 P2053 P2060 P2245,null,CLEAR,
TC644,TC644: Paths = P2049 P2051 P2050 P2250,null,CLEAR,
TC645,TC645: Paths = P2278 P2279 P2055 P2194 P2262 P2059 P2246,null,CLEAR,
TC646,TC646: Paths = P2052,null,CLEAR,
TC647,TC647: Paths = P2302 P2301,null,CLEAR,
TC648,TC648: Paths = P2304 P2303 P2247,null,CLEAR,
TC649,TC649: Paths = P2063 P2064 P2299 P2300 P2197 P2198 P2054 P2074 P2077 P2079 P2201 P2202 P2080 P2081,null,CLEAR,
TC650,TC650: Paths = P2073 P2072 P2065 P2196 P2195 P2298 P2297 P2062 P2061 P2296 P2295 P2068 P2067 P2056 P2281 P2280,null,CLEAR,
TC651,TC651: Paths = P2075 P2076 P2078 P2199 P2200 P2084 P2085 P2083,null,CLEAR,
TC652,TC652: Paths = P2066 P2191 P2190 P2070 P2069 P2031 P2043 P2252,null,CLEAR,
TC653,TC653: Paths = P2071 P2082 P2205 P2206 P2090 P2091 P2094 P2095,null,CLEAR,
TC654,TC654: Paths = P2203 P2204 P2088 P2089 P2092 P2093 P2096 P2207 P2208,null,CLEAR,
TC655,TC655: Paths = P2097 P2209 P2210 P2086 P2110 P2114 P2115 P2213 P2214,null,CLEAR,
TC656,TC656: Paths = P2087 P2098 P2111 P2112 P2113 P2211 P2212 P2116 P2117 P2100,null,CLEAR,
TC657,TC657: Paths = P2118 P2119 P2099 P2103 P2217 P2218 P2286 P2287,null,CLEAR,
TC658,TC658: Paths = P2101 P2102 P2120 P2121 P2215 P2216 P2288 P2289 P2122 P2123,null,CLEAR,
TC659,TC659: Paths = P2126 P2222 P2223,null,CLEAR,
TC660,TC660: Paths = P2124 P2125 P2240,null,CLEAR,
TC661,TC661: Paths = P2108 P2238,null,CLEAR,
TC662,TC662: Paths = P2241,null,CLEAR,
TC663,TC663: Paths = P2291 P2292 P2127 P2219 P2220 P2226 P2227 P2230 P2231 P2129 P2131 P2234 P2235,null,CLEAR,
TC664,TC664: Paths = P2104 P2105,null,CLEAR,
TC665,TC665: Paths = P2107 P2221 P2237,null,CLEAR,
TC666,TC666: Paths = P2109 P2242,null,CLEAR,
TC667,TC667: Paths = P2293 P2294,null,CLEAR,
TC668,TC668: Paths = P2106 P2244,null,CLEAR,
TC669,TC669: Paths = P2290,null,CLEAR,
TC670,TC670: Paths = P2233 P2232 P2130 P2128 P2229 P2228 P2225 P2224 P2236,null,CLEAR,
TC671,TC671: Paths = P2308,null,CLEAR,
TC672,TC672: Paths = P2306,null,CLEAR,
TC673,TC673: Paths = P2309,null,CLEAR,
TC674,TC674: Paths = P2307,null,CLEAR,
TC675,TC675: Paths = P2239,null,CLEAR,
TC676,TC676: Paths = P2243,null,CLEAR,
TC677,TC677: Paths = P2255,null,CLEAR,
TC678,TC678: Paths = P2270 P2271 P2142 P2143 P2011 P2150 P2151 P1982 P2157 P7952 P7940,null,CLEAR,
TC679,TC679: Paths = P2318 P2320 P2310 P2344,null,CLEAR,
TC680,TC680: Paths = P2352 P2353 P2437 P2438 P2436 P2471 P4589,null,CLEAR,
TC681,TC681: Paths = P2313,null,CLEAR,
TC682,TC682: Paths = P2314 P2332,null,CLEAR,
TC683,TC683: Paths = P2342,null,CLEAR,
TC684,TC684: Paths = P2312 P2322 P2321 P2316 P2326 P2325 P2328 P2327 P2324,null,CLEAR,
TC685,TC685: Paths = P2315 P2331,null,CLEAR,
TC686,TC686: Paths = P2363,null,CLEAR,
TC687,TC687: Paths = P2343,null,CLEAR,
TC688,TC688: Paths = P2366 P2367,null,CLEAR,
TC689,TC689: Paths = P2338 P2337 P2336 P2335,null,CLEAR,
TC690,TC690: Paths = P2350 P2351 P7487 P7488 P7486 P7489 P7490 P7491 P7492 P7547 P7548 P7505 P6917 P6921 P6919,null,CLEAR,
TC691,TC691: Paths = P2349 P2348 P6813 P6748 P6815 P6816 P6747 P6750 P6749 P6756 P6755 P6767 P6766 P6765,null,CLEAR,
TC692,TC692: Paths = P2333 P2345 P2319 P2355 P2354 P2359,null,CLEAR,
TC693,TC693: Paths = P2341,null,CLEAR,
TC694,TC694: Paths = P2347 P2346 P2323 P2340,null,CLEAR,
TC695,TC695: Paths = P2339 P2317 P2311 P2330 P2329 P2334 P6814 P6763 P6762 P6754,null,CLEAR,
TC696,TC696: Paths = P2357 P2358,null,CLEAR,
TC697,TC697: Paths = P2360,null,CLEAR,
TC698,TC698: Paths = P2364 P2365 P2472 P2473 P4590,null,CLEAR,
TC699,TC699: Paths = P2356 P2362 P2361 P2371 P2370 P2369 P2368 P4449 P4448,null,CLEAR,
TC700,TC700: Paths = P2385 P2479 P2478 P4503,null,CLEAR,
TC701,TC701: Paths = P2458,null,CLEAR,
TC702,TC702: Paths = P2460,null,CLEAR,
TC703,TC703: Paths = P2454,null,CLEAR,
TC704,TC704: Paths = P2456,null,CLEAR,
TC705,TC705: Paths = P2461,null,CLEAR,
TC706,TC706: Paths = P2425 P2424 P2463,null,CLEAR,
TC707,TC707: Paths = P2381 P2468,null,CLEAR,
TC708,TC708: Paths = P2432 P2433,null,CLEAR,
TC709,TC709: Paths = P2466,null,CLEAR,
TC710,TC710: Paths = P2431 P2430,null,CLEAR,
TC711,TC711: Paths = P2462,null,CLEAR,
TC712,TC712: Paths = P2464,null,CLEAR,
TC713,TC713: Paths = P2382 P2428 P2429 P2401,null,CLEAR,
TC714,TC714: Paths = P2383 P2427 P2426,null,CLEAR,
TC715,TC715: Paths = P2384 P2435,null,CLEAR,
TC716,TC716: Paths = P2467,null,CLEAR,
TC717,TC717: Paths = P2440,null,CLEAR,
TC718,TC718: Paths = P2390,null,CLEAR,
TC719,TC719: Paths = P2391,null,CLEAR,
TC720,TC720: Paths = P2444,null,CLEAR,
TC721,TC721: Paths = P2392,null,CLEAR,
TC722,TC722: Paths = P2396,null,CLEAR,
TC723,TC723: Paths = P2393,null,CLEAR,
TC724,TC724: Paths = P2446,null,CLEAR,
TC725,TC725: Paths = P2398,null,CLEAR,
TC726,TC726: Paths = P2394 P2415 P2414 P2388 P2404,null,CLEAR,
TC727,TC727: Paths = P2443,null,CLEAR,
TC728,TC728: Paths = P2395 P2413 P2412 P2389 P2405,null,CLEAR,
TC729,TC729: Paths = P2397 P2419 P2418 P2386 P2409,null,CLEAR,
TC730,TC730: Paths = P2399 P2417 P2416 P2387 P2403,null,CLEAR,
TC731,TC731: Paths = P2445,null,CLEAR,
TC732,TC732: Paths = P2402 P2423 P2422 P2442,null,CLEAR,
TC733,TC733: Paths = P2453,null,CLEAR,
TC734,TC734: Paths = P2411 P2450,null,CLEAR,
TC735,TC735: Paths = P2452,null,CLEAR,
TC736,TC736: Paths = P2406,null,CLEAR,
TC737,TC737: Paths = P2408,null,CLEAR,
TC738,TC738: Paths = P2407,null,CLEAR,
TC739,TC739: Paths = P2410,null,CLEAR,
TC740,TC740: Paths = P2475 P2474 P4529,null,CLEAR,
TC741,TC741: Paths = P2451,null,CLEAR,
TC742,TC742: Paths = P2448,null,CLEAR,
TC743,TC743: Paths = P2447,null,CLEAR,
TC744,TC744: Paths = P2449,null,CLEAR,
TC745,TC745: Paths = P2434 P2459,null,CLEAR,
TC746,TC746: Paths = P2439 P2380 P2457,null,CLEAR,
TC747,TC747: Paths = P2441 P2455,null,CLEAR,
TC748,TC748: Paths = P2465,null,CLEAR,
TC749,TC749: Paths = P2494 P2502 P2501 P2503 P2509,null,CLEAR,
TC750,TC750: Paths = P2495 P2496 P4189 P4204,null,CLEAR,
TC751,TC751: Paths = P2498 P2497 P2549 P2533 P2529 P2530 P2531 P2548 P2508 P2535 P2532 P2556 P2557 P2514 P2536,null,CLEAR,
TC752,TC752: Paths = P2552 P2553 P2499 P2500 P4198 P4199,null,CLEAR,
TC753,TC753: Paths = P2506 P2507 P2546 P2527 P2524 P2511 P2541 P2525 P2522 P2526,null,CLEAR,
TC754,TC754: Paths = P2551 P2550 P4201 P4200 P4188 P4269,null,CLEAR,
TC755,TC755: Paths = P2520 P2516 P2510 P2545 P2544 P6734 P6733 P6725 P6724 P6721 P6720 P6717 P6715 P6735,null,CLEAR,
TC756,TC756: Paths = P2521 P2512 P2534,null,CLEAR,
TC757,TC757: Paths = P2523 P2547 P2505 P2504 P4194 P4202 P4382 P4381,null,CLEAR,
TC758,TC758: Paths = P2538,null,CLEAR,
TC759,TC759: Paths = P2528,null,CLEAR,
TC760,TC760: Paths = P2543 P2542 P2513 P2539,null,CLEAR,
TC761,TC761: Paths = P2554 P2555 P2515 P2518 P2519 P8017 P8267,null,CLEAR,
TC762,TC762: Paths = P2537 P2517 P8016 P8269 P8270 P8224,null,CLEAR,
TC763,TC763: Paths = P2540 P6728 P6727 P6726 P6737 P6736 P6685,null,CLEAR,
TC764,TC764: Paths = P2573 P2569,null,CLEAR,
TC765,TC765: Paths = P2693 P2692 P2570,null,CLEAR,
TC766,TC766: Paths = P2700 P2701,null,CLEAR,
TC767,TC767: Paths = P2559 P2586 P2581 P2578 P2575,null,CLEAR,
TC768,TC768: Paths = P2770 P2771 P2558,null,CLEAR,
TC769,TC769: Paths = P2561 P2560,null,CLEAR,
TC770,TC770: Paths = P2759,null,CLEAR,
TC771,TC771: Paths = P2571,null,CLEAR,
TC772,TC772: Paths = P2574 P2567,null,CLEAR,
TC773,TC773: Paths = P2756,null,CLEAR,
TC774,TC774: Paths = P2563 P2572,null,CLEAR,
TC775,TC775: Paths = P2564,null,CLEAR,
TC776,TC776: Paths = P2566 P2565,null,CLEAR,
TC777,TC777: Paths = P2729 P2730 P2682 P2664 P2680 P2681 P2665,null,CLEAR,
TC778,TC778: Paths = P2568,null,CLEAR,
TC779,TC779: Paths = P2583 P2582,null,CLEAR,
TC780,TC780: Paths = P2579 P2580 P2585 P2711 P2710 P2577,null,CLEAR,
TC781,TC781: Paths = P2584 P2715 P2714,null,CLEAR,
TC782,TC782: Paths = P2716 P2720 P2719 P2650 P2620,null,CLEAR,
TC783,TC783: Paths = P2728 P2727 P8387 P8386 P8385 P8384 P8383 P8382 P8381 P8380 P8379 P8378 P8377 P8376 P8375 P8374 P8373 P8372 P8371 P8370 P8369 P8368 P8367 P8366 P8365 P8575 P8574 P8563,null,CLEAR,
TC784,TC784: Paths = P2725 P2726 P2576 P2721 P2722,null,CLEAR,
TC785,TC785: Paths = P2687 P2686 P2628 P2629,null,CLEAR,
TC786,TC786: Paths = P2752 P2753 P2588 P2589 P2590 P2591 P2592 P2593,null,CLEAR,
TC787,TC787: Paths = P2594 P2595 P2651 P2652 P2773,null,CLEAR,
TC788,TC788: Paths = P2605 P2606,null,CLEAR,
TC789,TC789: Paths = P2621 P2761 P2760 P2699 P2698,null,CLEAR,
TC790,TC790: Paths = P2732 P2731 P2646,null,CLEAR,
TC791,TC791: Paths = P2632,null,CLEAR,
TC792,TC792: Paths = P2648 P2702,null,CLEAR,
TC793,TC793: Paths = P2608 P2607 P2713,null,CLEAR,
TC794,TC794: Paths = P2609 P2610 P2611 P2637,null,CLEAR,
TC795,TC795: Paths = P2623 P2622 P2634 P2633,null,CLEAR,
TC796,TC796: Paths = P2638 P2703,null,CLEAR,
TC797,TC797: Paths = P2733 P2734 P2612 P2613,null,CLEAR,
TC798,TC798: Paths = P2614 P2635 P2636 P2615 P2616 P2617 P2618 P2619,null,CLEAR,
TC799,TC799: Paths = P2641 P2642,null,CLEAR,
TC800,TC800: Paths = P2751 P2750 P4934 P4933 P4932,null,CLEAR,
TC801,TC801: Paths = P2717 P2718 P2690 P2691 P2624,null,CLEAR,
TC802,TC802: Paths = P2625 P2647,null,CLEAR,
TC803,TC803: Paths = P2746 P2747 P2630,null,CLEAR,
TC804,TC804: Paths = P2626 P2689 P2688,null,CLEAR,
